customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,segment
1467,478,1,6966.22,2,1,1,4,Lost Customers
1471,1048,1,17308.4905,1,1,1,3,Lost Customers
1473,379,1,99672.84,3,1,2,6,Needs Attention
1474,95,5,329259.104,4,4,5,13,Champions
1476,284,5,255831.152,3,4,4,11,Loyal Customers
1477,905,1,92672.68999999999,1,1,2,4,Lost Customers
1479,1212,1,111644.848,1,1,3,5,Lost Customers
1480,210,1,149816.358,4,1,3,8,New Customers
1482,238,1,99242.76000000001,3,1,2,6,Needs Attention
1484,189,2,144771.26,4,2,3,9,New Customers
1485,402,4,199970.0625,3,4,4,11,Loyal Customers
1486,1124,1,284.26,1,1,1,3,Lost Customers
1487,660,1,87.645,2,1,1,4,Lost Customers
1488,536,2,33549.0975,2,2,1,5,Lost Customers
1489,66,10,851478.9275,5,5,5,15,Champions
1490,124,5,263721.681,4,4,4,12,Champions
1491,50,2,260591.94,5,2,4,11,New Customers
1492,264,4,318463.5505,3,4,5,12,Loyal Customers
1493,178,2,139828.9195,4,2,3,9,New Customers
1494,287,4,160444.34999999998,3,4,3,10,Loyal Customers
1495,1068,1,24645.45,1,1,1,3,Lost Customers
1496,532,2,70624.2975,2,2,2,6,Lost Customers
1497,1010,1,123217.56999999999,1,1,3,5,Lost Customers
1498,880,1,96303.42749999999,1,1,2,4,Lost Customers
1499,343,1,45731.59,3,1,1,5,Needs Attention
1501,440,1,46674.744000000006,2,1,1,4,Lost Customers
1504,419,4,246430.664,3,4,4,11,Loyal Customers
1508,1283,1,34461.125,1,1,1,3,Lost Customers
1509,44,2,33196.404,5,2,1,8,New Customers
1511,129,11,658741.837,4,5,5,14,Champions
1514,65,3,243607.45249999998,5,3,4,12,Potential Loyalists
1515,333,2,166573.461,3,2,3,8,Needs Attention
1516,514,2,48492.295,2,2,1,5,Lost Customers
1517,789,1,63538.350000000006,1,1,2,4,Lost Customers
1518,216,1,111753.93749999999,4,1,3,8,New Customers
1519,146,4,218675.555,4,4,4,12,Champions
1520,1105,1,24324.31,1,1,1,3,Lost Customers
1522,481,7,361522.995,2,5,5,12,Loyal Customers
1523,511,3,95623.81349999999,2,3,2,7,At Risk
1525,264,6,577590.7575,3,5,5,13,Loyal Customers
1529,455,5,132298.6345,2,4,3,9,Loyal Customers
1530,27,11,550951.6605,5,5,5,15,Champions
1531,60,9,709334.3025,5,5,5,15,Champions
1532,108,4,154501.18,4,4,3,11,Loyal Customers
1533,324,5,429923.6145,3,4,5,12,Loyal Customers
1534,1280,1,82257.20000000001,1,1,2,4,Lost Customers
1535,1275,1,32195.0175,1,1,1,3,Lost Customers
1536,339,4,228260.0465,3,4,4,11,Loyal Customers
1537,76,4,176054.088,5,4,3,12,Loyal Customers
1539,48,9,497336.479,5,5,5,15,Champions
1540,17,8,756320.2535,5,5,5,15,Champions
1541,175,15,880312.248,4,5,5,14,Champions
1542,7,7,216407.337,5,5,4,14,Champions
1543,839,1,67191.7425,1,1,2,4,Lost Customers
1547,647,3,197771.664,2,3,4,9,At Risk
1548,283,4,221027.8625,3,4,4,11,Loyal Customers
1549,116,8,427623.469,4,5,5,14,Champions
1550,734,4,429945.67,2,4,5,11,Loyal Customers
1552,302,1,57613.195499999994,3,1,2,6,Needs Attention
1555,593,2,157870.734,2,2,3,7,Lost Customers
1559,783,2,82563.58899999999,1,2,2,5,Lost Customers
1562,47,2,310347.3645,5,2,4,11,New Customers
1563,91,9,685260.6165,4,5,5,14,Champions
1564,1054,1,34065.81,1,1,1,3,Lost Customers
1565,92,2,113215.452,4,2,3,9,New Customers
1566,571,1,62286.24,2,1,2,5,Lost Customers
1568,295,8,415115.2195,3,5,5,13,Loyal Customers
1569,295,3,205157.548,3,3,4,10,Potential Loyalists
1572,1100,2,127108.874,1,2,3,6,Lost Customers
1573,94,2,165847.9975,4,2,3,9,New Customers
1575,37,1,20274.39,5,1,1,7,New Customers
1576,630,2,113043.103,2,2,3,7,Lost Customers
1578,23,2,52431.0115,5,2,2,9,New Customers
1579,405,2,114849.76800000001,3,3,3,9,Potential Loyalists
1581,202,3,97699.045,4,3,2,9,Potential Loyalists
1582,309,3,240695.261,3,3,4,10,Potential Loyalists
1583,27,5,109296.243,5,4,3,12,Loyal Customers
1586,109,2,46916.496,4,3,1,8,Potential Loyalists
1587,87,11,694100.9165,5,5,5,15,Champions
1588,584,2,119187.3435,2,3,3,8,At Risk
1589,928,1,41586.17,1,1,1,3,Lost Customers
1590,689,1,13702.49,2,1,1,4,Lost Customers
1591,14,4,175247.749,5,4,3,12,Loyal Customers
1592,566,3,235149.79849999998,2,3,4,9,At Risk
1593,26,22,1081259.093,5,5,5,15,Champions
1594,76,15,1110798.7125,5,5,5,15,Champions
1595,3,2,55563.121,5,3,2,10,Potential Loyalists
1596,197,5,234552.9385,4,4,4,12,Champions
1598,62,5,196992.8765,5,4,4,13,Champions
1599,936,2,26989.8375,1,3,1,5,At Risk
1600,431,3,193014.21,2,3,4,9,At Risk
1601,428,1,69955.7,3,1,2,6,Needs Attention
1602,69,7,384867.54099999997,5,5,5,15,Champions
1603,1116,1,70371.402,1,1,2,4,Lost Customers
1604,466,2,190589.53999999998,2,3,4,9,At Risk
1609,384,1,114933.77100000001,3,1,3,7,Needs Attention
1613,827,2,220049.8075,1,3,4,8,At Risk
1614,148,13,843850.818,4,5,5,14,Champions
1616,61,11,760838.816,5,5,5,15,Champions
1617,57,1,68658.642,5,1,2,8,New Customers
1618,340,3,153574.4,3,3,3,9,Potential Loyalists
1619,574,1,15168.25,2,1,1,4,Lost Customers
1620,5,3,173928.53,5,3,3,11,Potential Loyalists
1624,367,1,148648.16,3,1,3,7,Needs Attention
1625,233,9,816654.818,3,5,5,13,Loyal Customers
1627,163,5,245781.6225,4,4,4,12,Champions
1629,1038,1,30525.18,1,1,1,3,Lost Customers
1632,632,3,150534.972,2,3,3,8,At Risk
1634,584,4,187996.52300000002,2,4,4,10,Loyal Customers
1637,1172,1,30116.38,1,1,1,3,Lost Customers
1638,1255,2,31840.4625,1,3,1,5,At Risk
1641,68,3,237287.684,5,3,4,12,Potential Loyalists
1642,199,5,274229.795,4,4,4,12,Champions
1644,909,2,170634.71,1,3,3,7,At Risk
1646,236,4,188853.805,3,4,4,11,Loyal Customers
1648,77,2,91211.0,5,3,2,10,Potential Loyalists
1649,53,11,732600.4959999999,5,5,5,15,Champions
1650,73,7,348933.13300000003,5,5,5,15,Champions
1651,835,1,11136.755000000001,1,1,1,3,Lost Customers
1652,328,1,104932.20000000001,3,1,3,7,Needs Attention
1653,549,2,108511.767,2,3,3,8,At Risk
1654,198,4,356529.249,4,4,5,13,Champions
1655,131,5,205641.54,4,4,4,12,Champions
1656,690,2,62840.42600000001,2,3,2,7,At Risk
1657,238,3,168976.75,3,3,3,9,Potential Loyalists
1658,117,2,13864.635,4,3,1,8,Potential Loyalists
1660,102,2,116548.8725,4,3,3,10,Potential Loyalists
1662,1064,1,41247.973999999995,1,1,1,3,Lost Customers
1664,538,1,128844.1125,2,1,3,6,Lost Customers
1666,52,3,159419.88999999998,5,3,3,11,Potential Loyalists
1667,537,1,18974.512000000002,2,1,1,4,Lost Customers
1669,83,6,386570.9375,5,5,5,15,Champions
1670,581,4,276931.8095,2,4,4,10,Loyal Customers
1671,283,1,23555.91,3,1,1,5,Needs Attention
1672,157,5,409557.6725,4,4,5,13,Champions
1674,330,3,177380.47999999998,3,3,4,10,Potential Loyalists
1675,265,2,109788.453,3,3,3,9,Potential Loyalists
1676,1240,1,2152.472,1,1,1,3,Lost Customers
1677,371,4,291920.046,3,4,4,11,Loyal Customers
1679,88,15,1042852.612,5,5,5,15,Champions
1680,253,6,312798.3735,3,5,4,12,Loyal Customers
1681,495,2,131813.36000000002,2,3,3,8,At Risk
1682,353,7,300158.9685,3,5,4,12,Loyal Customers
1683,190,3,146567.402,4,3,3,10,Potential Loyalists
1688,739,3,299561.521,2,3,4,9,At Risk
1690,833,1,49575.920000000006,1,1,1,3,Lost Customers
1691,76,5,185766.59,5,4,4,13,Champions
1692,109,8,473343.52999999997,4,5,5,14,Champions
1694,438,1,74336.79000000001,2,1,2,5,Lost Customers
1695,1063,1,46228.18,1,1,1,3,Lost Customers
1696,458,2,144585.61299999998,2,3,3,8,At Risk
1697,889,1,67111.382,1,1,2,4,Lost Customers
1698,135,5,364722.26399999997,4,4,5,13,Champions
1701,44,4,309085.60349999997,5,4,4,13,Champions
1703,61,2,146779.375,5,3,3,11,Potential Loyalists
1705,157,1,110891.2485,4,1,3,8,New Customers
1708,260,1,53953.947,3,1,2,6,Needs Attention
1709,897,1,34304.53,1,1,1,3,Lost Customers
1710,991,1,55028.06999999999,1,1,2,4,Lost Customers
1711,16,2,135056.8965,5,3,3,11,Potential Loyalists
1712,194,2,191102.1875,4,3,4,11,Potential Loyalists
1713,267,3,379874.8625,3,3,5,11,Potential Loyalists
1718,876,1,962.9480000000001,1,1,1,3,Lost Customers
1719,181,2,208156.48,4,3,4,11,Potential Loyalists
1720,34,3,267486.526,5,3,4,12,Potential Loyalists
1721,132,4,280221.1385,4,4,4,12,Champions
1722,1163,1,54819.441,1,1,2,4,Lost Customers
1723,193,1,16751.92,4,1,1,6,New Customers
1724,236,9,523836.1415,3,5,5,13,Loyal Customers
1725,569,1,24772.48,2,1,1,4,Lost Customers
1730,84,3,110304.6705,5,3,3,11,Potential Loyalists
1731,422,1,40215.251,3,1,1,5,Needs Attention
1733,152,5,200805.6375,4,4,4,12,Champions
1734,59,5,235638.654,5,4,4,13,Champions
1735,1103,2,89257.82549999999,1,3,2,6,At Risk
1736,591,1,26067.92,2,1,1,4,Lost Customers
1740,318,2,86971.791,3,3,2,8,Potential Loyalists
1741,119,10,506452.727,4,5,5,14,Champions
1743,660,2,192711.2545,2,3,4,9,At Risk
1746,216,1,61324.933,4,1,2,7,New Customers
1748,72,5,214187.388,5,4,4,13,Champions
1749,1264,1,6962.33,1,1,1,3,Lost Customers
1753,1213,1,43263.3825,1,1,1,3,Lost Customers
1754,320,5,239039.3725,3,4,4,11,Loyal Customers
1755,109,18,1470915.867,4,5,5,14,Champions
1756,653,1,68769.0,2,1,2,5,Lost Customers
1758,23,2,97045.81049999999,5,3,2,10,Potential Loyalists
1759,576,1,19724.592,2,1,1,4,Lost Customers
1760,78,5,232647.28,5,4,4,13,Champions
1761,243,2,116435.34200000002,3,3,3,9,Potential Loyalists
1762,18,5,460629.733,5,4,5,14,Champions
1764,347,11,653069.4755000001,3,5,5,13,Loyal Customers
1765,1017,1,72276.975,1,1,2,4,Lost Customers
1767,1123,1,29981.660000000003,1,1,1,3,Lost Customers
1768,444,2,97466.52,2,3,2,7,At Risk
1769,454,1,7088.481499999999,2,1,1,4,Lost Customers
1773,552,1,116828.8,2,1,3,6,Lost Customers
1774,158,3,168070.7925,4,3,3,10,Potential Loyalists
1776,715,4,260429.0445,2,4,4,10,Loyal Customers
1777,538,1,74370.042,2,1,2,5,Lost Customers
1778,1277,1,64173.15,1,1,2,4,Lost Customers
1779,252,2,153313.234,3,3,3,9,Potential Loyalists
1780,54,3,117995.3955,5,3,3,11,Potential Loyalists
1782,308,1,135433.65,3,1,3,7,Needs Attention
1784,750,2,61968.388,2,3,2,7,At Risk
1785,66,2,81038.89199999999,5,3,2,10,Potential Loyalists
1787,721,2,47946.845,2,3,1,6,At Risk
1788,154,5,156764.2695,4,4,3,11,Loyal Customers
1790,229,11,756460.045,3,5,5,13,Loyal Customers
1791,125,6,135275.1585,4,5,3,12,Loyal Customers
1793,113,2,119893.56,4,3,3,10,Potential Loyalists
1794,615,1,121143.54999999999,2,1,3,6,Lost Customers
1796,190,1,80194.23,4,1,2,7,New Customers
1797,116,1,24087.528,4,1,1,6,New Customers
1798,715,2,83545.685,2,3,2,7,At Risk
1799,145,7,343166.0985,4,5,5,14,Champions
1800,343,5,211394.704,3,4,4,11,Loyal Customers
1801,23,2,132007.60499999998,5,3,3,11,Potential Loyalists
1806,547,1,56499.3,2,1,2,5,Lost Customers
1807,99,6,247231.1435,4,5,4,13,Champions
1808,252,3,102490.7895,3,3,2,8,Potential Loyalists
1809,391,1,29612.1555,3,1,1,5,Needs Attention
1810,633,4,247585.32,2,4,4,10,Loyal Customers
1811,213,8,564163.192,4,5,5,14,Champions
1814,29,16,706196.582,5,5,5,15,Champions
1818,1243,3,188381.71,1,3,4,8,At Risk
1821,881,1,63432.08,1,1,2,4,Lost Customers
1822,5,30,1643801.8229999999,5,5,5,15,Champions
1823,1066,2,71945.5345,1,3,2,6,At Risk
1824,334,1,100872.13,3,1,2,6,Needs Attention
1825,191,8,395329.638,4,5,5,14,Champions
1827,62,14,881724.361,5,5,5,15,Champions
1828,121,5,222069.61849999998,4,4,4,12,Champions
1829,416,6,390193.338,3,5,5,13,Loyal Customers
1830,656,4,143300.514,2,4,3,9,Loyal Customers
1831,552,3,98534.78,2,3,2,7,At Risk
1832,159,3,82121.975,4,3,2,9,Potential Loyalists
1833,68,18,1281179.03,5,5,5,15,Champions
1834,145,2,167661.7475,4,3,3,10,Potential Loyalists
1835,413,4,168766.707,3,4,3,10,Loyal Customers
1839,216,5,272698.70399999997,4,4,4,12,Champions
1840,746,2,45692.432499999995,2,3,1,6,At Risk
1841,822,2,161918.2895,1,3,3,7,At Risk
1842,77,34,1813214.1065,5,5,5,15,Champions
1844,236,4,292410.7735,3,4,4,11,Loyal Customers
1845,165,1,91357.57,4,1,2,7,New Customers
1846,176,1,17074.368,4,1,1,6,New Customers
1847,60,4,370587.4285,5,4,5,14,Champions
1848,22,7,457315.071,5,5,5,15,Champions
1849,172,4,119016.35800000001,4,4,3,11,Loyal Customers
1850,144,4,321387.7075,4,4,5,13,Champions
1851,708,1,15485.792000000001,2,1,1,4,Lost Customers
1852,228,1,60645.75,3,1,2,6,Needs Attention
1857,46,1,18097.29,5,1,1,7,New Customers
1859,986,1,13083.6675,1,1,1,3,Lost Customers
1860,381,3,75117.7715,3,3,2,8,Potential Loyalists
1861,207,5,319275.1405,4,4,5,13,Champions
1862,742,3,262927.62,2,3,4,9,At Risk
1863,218,1,41013.5625,3,1,1,5,Needs Attention
1864,354,5,300392.457,3,4,4,11,Loyal Customers
1865,71,2,137318.0565,5,3,3,11,Potential Loyalists
1866,182,1,51274.80900000001,4,1,2,7,New Customers
1867,394,1,22702.98,3,1,1,5,Needs Attention
1868,560,2,73923.411,2,3,2,7,At Risk
1869,82,5,263726.0145,5,4,4,13,Champions
1870,254,6,493101.40150000004,3,5,5,13,Loyal Customers
1871,197,2,103317.9755,4,3,2,9,Potential Loyalists
1872,527,2,92258.4,2,3,2,7,At Risk
1873,7,26,1552492.014,5,5,5,15,Champions
1876,570,3,263125.89900000003,2,3,4,9,At Risk
1878,9,7,476661.664,5,5,5,15,Champions
1879,823,3,312167.8875,1,3,4,8,At Risk
1880,516,5,274150.2975,2,4,4,10,Loyal Customers
1881,144,4,267813.526,4,4,4,12,Champions
1884,441,2,76822.15,2,3,2,7,At Risk
1885,480,3,191570.986,2,3,4,9,At Risk
1886,824,2,256100.38999999998,1,3,4,8,At Risk
1887,93,4,301068.82050000003,4,4,4,12,Champions
1888,403,4,227152.0835,3,4,4,11,Loyal Customers
1889,159,1,165936.44,4,1,3,8,New Customers
1890,31,4,220942.84100000001,5,4,4,13,Champions
1892,1009,1,16316.953000000001,1,1,1,3,Lost Customers
1893,740,1,125431.944,2,1,3,6,Lost Customers
1894,51,5,356737.74049999996,5,4,5,14,Champions
1895,765,2,147559.202,1,3,3,7,At Risk
1896,181,5,309774.3225,4,4,4,12,Champions
1897,857,1,39700.149999999994,1,1,1,3,Lost Customers
1898,31,40,2708887.5025,5,5,5,15,Champions
1900,456,1,180115.4025,2,1,4,7,Lost Customers
1901,98,5,409527.883,4,4,5,13,Champions
1902,290,1,13016.3645,3,1,1,5,Needs Attention
1903,664,3,168638.9065,2,3,3,8,At Risk
1905,495,3,75845.73999999999,2,3,2,7,At Risk
1906,104,18,1016456.6705,4,5,5,14,Champions
1907,213,1,77338.97,4,1,2,7,New Customers
1908,440,4,226944.70549999998,2,4,4,10,Loyal Customers
1909,880,1,110074.168,1,1,3,5,Lost Customers
1911,522,6,406696.941,2,5,5,12,Loyal Customers
1912,587,1,78787.674,2,1,2,5,Lost Customers
1913,586,2,192950.543,2,3,4,9,At Risk
1914,547,2,157083.75149999998,2,3,3,8,At Risk
1915,704,2,214393.6505,2,3,4,9,At Risk
1916,66,14,939017.1455,5,5,5,15,Champions
1918,303,2,222888.027,3,3,4,10,Potential Loyalists
1919,97,7,276926.847,4,5,4,13,Champions
1922,1118,1,14155.614,1,1,1,3,Lost Customers
1923,57,2,72693.446,5,3,2,10,Potential Loyalists
1924,1120,1,30143.646,1,1,1,3,Lost Customers
1925,202,4,287867.8505,4,4,4,12,Champions
1927,141,6,369168.136,4,5,5,14,Champions
1928,207,3,62264.859,4,3,2,9,Potential Loyalists
1929,907,3,191472.5325,1,3,4,8,At Risk
1933,35,8,511393.4555,5,5,5,15,Champions
1934,463,2,33677.335999999996,2,3,1,6,At Risk
1935,832,1,40848.7,1,1,1,3,Lost Customers
1936,40,2,129926.592,5,3,3,11,Potential Loyalists
1937,215,1,88666.86000000002,4,1,2,7,New Customers
1938,1177,1,48657.293999999994,1,1,1,3,Lost Customers
1939,1142,1,57253.509999999995,1,1,2,4,Lost Customers
1942,723,4,203350.794,2,4,4,10,Loyal Customers
1943,229,5,259425.8065,3,4,4,11,Loyal Customers
1944,237,1,132694.37000000002,3,1,3,7,Needs Attention
1945,118,4,362496.02999999997,4,4,5,13,Champions
1946,835,2,173567.77500000002,1,3,3,7,At Risk
1948,106,13,585819.605,4,5,5,14,Champions
1949,410,2,45232.1575,3,3,1,7,Potential Loyalists
1950,657,3,144991.95,2,3,3,8,At Risk
1951,604,5,299290.336,2,4,4,10,Loyal Customers
1952,155,4,310387.5355,4,4,4,12,Champions
1955,444,5,388254.0815,2,4,5,11,Loyal Customers
1956,580,1,347.29,2,1,1,4,Lost Customers
1957,247,1,190901.5785,3,1,4,8,Needs Attention
1958,623,3,48922.909999999996,2,3,1,6,At Risk
1959,137,4,255160.2405,4,4,4,12,Champions
1961,161,2,172900.47999999998,4,3,3,10,Potential Loyalists
1962,363,3,155983.20799999998,3,3,3,9,Potential Loyalists
1963,110,5,515597.31299999997,4,4,5,13,Champions
1967,1096,1,89059.45,1,1,2,4,Lost Customers
1968,106,2,147068.559,4,3,3,10,Potential Loyalists
1969,233,6,192283.532,3,5,4,12,Loyal Customers
1971,627,3,315676.958,2,3,5,10,At Risk
1976,164,8,432417.582,4,5,5,14,Champions
1978,825,3,252320.37,1,3,4,8,At Risk
1979,1124,2,106331.49799999999,1,3,3,7,At Risk
1980,106,6,417653.831,4,5,5,14,Champions
1983,912,1,125267.01999999999,1,1,3,5,Lost Customers
1984,545,1,56817.36,2,1,2,5,Lost Customers
1985,706,1,33760.2,2,1,1,4,Lost Customers
1986,227,6,447328.0475,3,5,5,13,Loyal Customers
1987,696,1,45508.86,2,1,1,4,Lost Customers
1988,758,1,37672.524000000005,2,1,1,4,Lost Customers
1989,415,3,71047.77100000001,3,3,2,8,Potential Loyalists
1991,156,1,31322.44,4,1,1,6,New Customers
1992,2,126,7021403.7825,5,5,5,15,Champions
1993,131,3,43434.441999999995,4,3,1,8,Potential Loyalists
1994,1071,3,202831.0135,1,3,4,8,At Risk
2001,111,1,34801.81,4,1,1,6,New Customers
2002,111,4,307140.784,4,4,4,12,Champions
2003,330,3,103400.598,3,3,3,9,Potential Loyalists
2004,837,2,46265.212499999994,1,3,1,5,At Risk
2005,65,17,558657.1735,5,5,5,15,Champions
2007,453,2,90717.103,2,3,2,7,At Risk
2012,181,2,102932.502,4,3,2,9,Potential Loyalists
2013,482,3,207617.391,2,3,4,9,At Risk
2016,235,4,301135.8115,3,4,4,11,Loyal Customers
2017,605,1,86486.55,2,1,2,5,Lost Customers
2019,253,2,134366.409,3,3,3,9,Potential Loyalists
2020,208,2,55462.005000000005,4,3,2,9,Potential Loyalists
2021,186,4,199460.775,4,4,4,12,Champions
2022,777,3,94150.1455,1,3,2,6,At Risk
2023,240,3,126141.074,3,3,3,9,Potential Loyalists
2026,767,1,1454.639,1,1,1,3,Lost Customers
2028,314,1,76883.952,3,1,2,6,Needs Attention
2031,113,4,174262.95799999998,4,4,3,11,Loyal Customers
2033,488,3,274571.33499999996,2,3,4,9,At Risk
2034,819,1,28190.196,1,1,1,3,Lost Customers
2036,138,11,628520.842,4,5,5,14,Champions
2037,29,16,1026193.7175,5,5,5,15,Champions
2039,580,2,214718.02000000002,2,3,4,9,At Risk
2041,7,2,302443.554,5,3,4,12,Potential Loyalists
2042,16,7,358232.4365,5,5,5,15,Champions
2043,185,10,484655.0835,4,5,5,14,Champions
2044,546,2,119883.84850000001,2,3,3,8,At Risk
2046,1092,1,35900.34,1,1,1,3,Lost Customers
2048,15,8,405716.5735,5,5,5,15,Champions
2049,233,6,350527.795,3,5,5,13,Loyal Customers
2050,907,2,144628.214,1,3,3,7,At Risk
2051,1259,1,101204.0,1,1,2,4,Lost Customers
2052,1277,1,33443.77,1,1,1,3,Lost Customers
2054,222,3,301383.351,3,3,4,10,Potential Loyalists
2055,310,1,73225.94,3,1,2,6,Needs Attention
2056,275,2,69317.786,3,3,2,8,Potential Loyalists
2057,914,1,128869.20749999999,1,1,3,5,Lost Customers
2058,88,4,314111.2625,5,4,4,13,Champions
2059,694,1,19026.434,2,1,1,4,Lost Customers
2060,105,7,389689.528,4,5,5,14,Champions
2061,70,7,352756.0375,5,5,5,15,Champions
2062,191,13,666585.279,4,5,5,14,Champions
2063,493,1,18144.3255,2,1,1,4,Lost Customers
2067,1314,1,58311.936,1,1,2,4,Lost Customers
2068,224,1,95268.80249999999,3,1,2,6,Needs Attention
2069,80,4,245630.89549999998,5,4,4,13,Champions
2070,25,7,362308.20900000003,5,5,5,15,Champions
2072,547,1,97123.33800000002,2,1,2,5,Lost Customers
2073,147,4,348097.469,4,4,5,13,Champions
2074,377,3,154240.962,3,3,3,9,Potential Loyalists
2075,2,5,340538.122,5,4,5,14,Champions
2076,37,5,177340.731,5,4,4,13,Champions
2077,362,6,269735.22599999997,3,5,4,12,Loyal Customers
2078,425,2,98879.73999999999,3,3,2,8,Potential Loyalists
2079,129,2,36299.333,4,3,1,8,Potential Loyalists
2081,254,1,33954.880000000005,3,1,1,5,Needs Attention
2084,295,2,123936.50200000001,3,3,3,9,Potential Loyalists
2087,142,7,317025.185,4,5,5,14,Champions
2089,442,1,152776.178,2,1,3,6,Lost Customers
2091,316,7,420775.6545,3,5,5,13,Loyal Customers
2092,659,5,328181.178,2,4,5,11,Loyal Customers
2093,786,2,76725.914,1,3,2,6,At Risk
2094,452,1,50911.86,2,1,2,5,Lost Customers
2096,7,22,1159645.1535,5,5,5,15,Champions
2097,404,6,344928.204,3,5,5,13,Loyal Customers
2098,63,9,417392.3485,5,5,5,15,Champions
2101,92,7,291143.3905,4,5,4,13,Champions
2103,89,3,170517.59,4,3,3,10,Potential Loyalists
2105,30,8,413946.4825,5,5,5,15,Champions
2106,161,1,104326.28,4,1,3,8,New Customers
2108,318,1,42139.55,3,1,1,5,Needs Attention
2109,444,2,139481.37,2,3,3,8,At Risk
2110,656,4,262884.9425,2,4,4,10,Loyal Customers
2111,501,2,132410.844,2,3,3,8,At Risk
2113,36,2,164154.91499999998,5,3,3,11,Potential Loyalists
2114,25,10,487026.64400000003,5,5,5,15,Champions
2115,976,5,294672.0345,1,4,4,9,Loyal Customers
2116,424,2,208992.662,3,3,4,10,Potential Loyalists
2117,445,4,296666.6415,2,4,4,10,Loyal Customers
2118,1054,1,77168.92499999999,1,1,2,4,Lost Customers
2119,575,4,275503.366,2,4,4,10,Loyal Customers
2121,356,2,102624.496,3,3,2,8,Potential Loyalists
2122,341,6,294305.56549999997,3,5,4,12,Loyal Customers
2123,428,1,101773.392,3,1,2,6,Needs Attention
2125,937,1,78490.2,1,1,2,4,Lost Customers
2127,469,2,46528.91099999999,2,3,1,6,At Risk
2128,1109,1,5179.77,1,1,1,3,Lost Customers
2130,357,1,2347.5299999999997,3,1,1,5,Needs Attention
2131,168,2,148623.03999999998,4,3,3,10,Potential Loyalists
2132,382,1,44166.528000000006,3,1,1,5,Needs Attention
2133,549,1,46510.29,2,1,1,4,Lost Customers
2134,106,5,205693.449,4,4,4,12,Champions
2135,60,8,591707.6529999999,5,5,5,15,Champions
2136,582,5,156805.53600000002,2,4,3,9,Loyal Customers
2137,306,4,130924.68350000001,3,4,3,10,Loyal Customers
2138,64,3,220528.4975,5,3,4,12,Potential Loyalists
2139,154,15,1210626.395,4,5,5,14,Champions
2140,582,2,34761.0645,2,3,1,6,At Risk
2143,1005,1,35632.255000000005,1,1,1,3,Lost Customers
2144,7,11,875582.934,5,5,5,15,Champions
2145,891,1,42179.328,1,1,1,3,Lost Customers
2146,750,2,133231.735,2,3,3,8,At Risk
2147,211,3,260844.31,4,3,4,11,Potential Loyalists
2150,710,2,79086.5,2,3,2,7,At Risk
2151,198,2,213837.06,4,3,4,11,Potential Loyalists
2152,1286,1,61783.592,1,1,2,4,Lost Customers
2153,652,3,83268.758,2,3,2,7,At Risk
2154,1012,1,45508.43249999999,1,1,1,3,Lost Customers
2155,533,3,180301.595,2,3,4,9,At Risk
2156,760,1,14527.98,2,1,1,4,Lost Customers
2157,861,1,58867.6255,1,1,2,4,Lost Customers
2158,158,6,261182.88299999997,4,5,4,13,Champions
2159,201,5,338551.4595,4,4,5,13,Champions
2160,25,2,74610.98150000001,5,3,2,10,Potential Loyalists
2161,334,3,220672.0215,3,3,4,10,Potential Loyalists
2162,332,4,275824.314,3,4,4,11,Loyal Customers
2163,72,1,85084.04999999999,5,1,2,8,New Customers
2164,1065,1,27071.149999999998,1,1,1,3,Lost Customers
2165,13,13,950315.1395,5,5,5,15,Champions
2166,110,5,258193.977,4,4,4,12,Champions
2167,130,20,1169378.1675,4,5,5,14,Champions
2168,1238,1,27115.3,1,1,1,3,Lost Customers
2169,376,2,56037.4615,3,3,2,8,Potential Loyalists
2171,80,4,259563.68,5,4,4,13,Champions
2172,421,2,157186.6345,3,3,3,9,Potential Loyalists
2173,334,1,113256.95999999999,3,1,3,7,Needs Attention
2174,470,2,21725.999499999998,2,3,1,6,At Risk
2175,903,1,25107.015,1,1,1,3,Lost Customers
2176,371,1,10070.130000000001,3,1,1,5,Needs Attention
2177,234,4,219513.994,3,4,4,11,Loyal Customers
2178,555,1,38734.083,2,1,1,4,Lost Customers
2179,349,2,76833.2005,3,3,2,8,Potential Loyalists
2182,361,2,63396.224,3,3,2,8,Potential Loyalists
2184,713,3,242433.0525,2,3,4,9,At Risk
2186,679,1,63794.513999999996,2,1,2,5,Lost Customers
2187,278,7,470937.408,3,5,5,13,Loyal Customers
2188,338,5,204224.883,3,4,4,11,Loyal Customers
2190,25,4,162929.1395,5,4,3,12,Loyal Customers
2191,186,1,111822.02,4,1,3,8,New Customers
2192,232,6,300815.8925,3,5,4,12,Loyal Customers
2193,184,2,49854.31050000001,4,3,1,8,Potential Loyalists
2194,806,2,105096.24349999998,1,3,3,7,At Risk
2195,28,30,1638290.548,5,5,5,15,Champions
2197,516,4,267063.0915,2,4,4,10,Loyal Customers
2198,771,1,25492.8,1,1,1,3,Lost Customers
2201,706,2,111961.394,2,3,3,8,At Risk
2202,859,3,244449.427,1,3,4,8,At Risk
2203,827,4,212071.7015,1,4,4,9,Loyal Customers
2204,211,3,149152.415,4,3,3,10,Potential Loyalists
2206,189,3,69875.8285,4,3,2,9,Potential Loyalists
2207,73,5,222846.313,5,4,4,13,Champions
2208,765,1,89361.92000000001,1,1,2,4,Lost Customers
