product_id,product_name,category,brand,cost_price,selling_price,price_flag_below_cost
759,Sony Tenetur Ele759,Electronics,Sony,19766.98,26532.02,False
760,H&M Minima Fas760,Fashion,H&M,12416.57,17677.81,False
761,Sony Sint Ele761,Electronics,Sony,10292.54,13384.18,False
762,Prestige Cupiditate Hom762,Home & Kitchen,Prestige,3452.46,4411.72,False
763,Mamaearth Asperiores Bea763,Beauty,Mamaearth,1430.54,1829.35,False
764,Tata Corporis Gro764,Groceries,Tata,279.56,435.48,False
765,Levis Vel Fas765,Fashion,Levis,7943.57,14159.76,False
766,Milton Maxime Hom766,Home & Kitchen,Milton,4883.24,6713.42,False
767,Lakme Odio Bea767,Beauty,Lakme,8978.14,10374.18,False
768,Prestige Voluptas Hom768,Home & Kitchen,Prestige,20988.24,24572.96,False
769,Nike Voluptate Spo769,Sports,Nike,23507.49,40664.39,False
770,Mamaearth Ad Bea770,Beauty,Mamaearth,13411.27,20161.66,False
771,Penguin Sequi Boo771,Books,Penguin,16361.76,22932.36,False
772,Amul Architecto Gro772,Groceries,Amul,16198.2,19099.29,False
773,HarperCollins Quae Boo773,Books,HarperCollins,1398.49,2023.89,False
774,Prestige Maxime Hom774,Home & Kitchen,Prestige,13763.08,23769.96,False
775,ITC Recusandae Gro775,Groceries,ITC,2661.28,4483.51,False
776,Nivea Repellendus Bea776,Beauty,Nivea,5290.68,7439.51,False
777,LOreal Voluptatum Bea777,Beauty,LOreal,7949.23,11209.22,False
778,Penguin At Boo778,Books,Penguin,3804.86,5621.0,False
779,Amul Illum Gro779,Groceries,Amul,20050.98,28813.2,False
780,HarperCollins Illo Boo780,Books,HarperCollins,12290.81,20915.26,False
781,Nike Rem Spo781,Sports,Nike,17666.15,25947.96,False
782,Nike Ducimus Spo782,Sports,Nike,6479.51,11178.47,False
783,ITC Ad Gro783,Groceries,ITC,14446.66,18690.31,False
784,Lakme Odio Bea784,Beauty,Lakme,6764.54,11310.56,False
785,Sony Facere Ele785,Electronics,Sony,1151.43,2066.66,False
786,OnePlus Reprehenderit Ele786,Electronics,OnePlus,3302.27,5506.35,False
787,IKEA Doloremque Hom787,Home & Kitchen,IKEA,9899.64,14551.88,False
788,Nike Necessitatibus Spo788,Sports,Nike,22022.23,31236.16,False
789,Amul Sapiente Gro789,Groceries,Amul,13460.47,15910.88,False
790,Nestle Voluptatibus Gro790,Groceries,Nestle,108.57,142.13,False
791,Adidas Rem Spo791,Sports,Adidas,17030.55,20927.52,False
792,LOreal Soluta Bea792,Beauty,LOreal,2888.36,4093.17,False
793,IKEA Sunt Hom793,Home & Kitchen,IKEA,16213.53,26149.94,False
794,Adidas Nihil Spo794,Sports,Adidas,4502.34,5410.61,False
795,Scholastic Soluta Boo795,Books,Scholastic,23512.91,31023.71,False
796,LOreal Rem Bea796,Beauty,LOreal,21341.0,36520.2,False
797,IKEA Minus Hom797,Home & Kitchen,IKEA,19324.44,24343.81,False
798,Decathlon Unde Spo798,Sports,Decathlon,20553.95,33914.28,False
799,Penguin Impedit Boo799,Books,Penguin,14938.24,20453.16,False
800,Milton Quod Hom800,Home & Kitchen,Milton,6599.59,8112.4,False
